Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
OOB - Sonic Drive In,78729,07/06/2020,96,"6816 MC NEIL DR
AUSTIN, TX 78729
(30.437959, -97.75871)",2801290,Routine Inspection
Facebook - Kiosk,78701,09/16/2019,92,"300 W 6TH ST
AUSTIN, TX 78701
(30.268876, -97.745732)",11662149,Routine Inspection
Rutledge Elementary,78717,09/01/2020,100,"11501 STAKED PLAINS DR
AUSTIN, TX 78717
(30.496815, -97.793334)",2802396,Routine Inspection
Domino's Pizza,78759,11/15/2018,96,"8141 MESA DR
AUSTIN, TX 78759
(30.373961, -97.755738)",10820298,Routine Inspection
Casey Elementary,78748,04/18/2019,94,"9400 TEXAS OAKS DR
AUSTIN, TX 78748
(30.174956, -97.81441)",2801070,Routine Inspection
Phil's Philly Grill,78613,04/22/2021,84,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47181, -97.803451)",10956732,Routine Inspection
Riojas Elementary,78660,01/23/2019,100,"3400 CRISPIN HALL LN
PFLUGERVILLE, TX 78660
(30.466346, -97.567732)",10470974,Routine Inspection
Target (Food Service) T-1061,78749,05/28/2019,93,"5300 S MOPAC EXPY
AUSTIN, TX 78749",2801124,Routine Inspection
Jack in the Box #907,78702,12/18/2020,88,"1151 AIRPORT BLVD
AUSTIN, TX 78702
(30.273807, -97.697987)",10790663,Routine Inspection
Firefly Sushi,78745,01/26/2021,97,"901 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.227308, -97.773944)",11997321,Routine Inspection
Child Inc.,78745,06/07/2021,97,"8105 BRODIE LN
AUSTIN, TX 78745
(30.20217, -97.837841)",2802145,Routine Inspection
Gelateria Gemelli,78702,01/29/2020,94,"1009 E 6TH ST
AUSTIN, TX 78702
(30.26494, -97.732052)",11293385,Routine Inspection
Thundercloud Subs,78748,07/02/2021,86,"1807 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173693, -97.821911)",2800742,Routine Inspection
Top Taco,78726,08/21/2019,94,"10505 N FM 620 RD
AUSTIN, TX 78726
(30.443913, -97.832912)",12001874,Routine Inspection
Nothing Bundt Cakes - South Austin,78748,12/05/2018,100,"9600 S IH
AUSTIN, TX 78748",11204269,Routine Inspection
The Hideout Theatre,78701,02/28/2019,79,"617 CONGRESS AVE
AUSTIN, TX 78701
(30.268696, -97.742581)",10793996,Routine Inspection
Pekitas,78757,06/20/2019,82,"8762 RESEARCH BLVD
AUSTIN, TX 78757
(30.366361, -97.718701)",11526388,Routine Inspection
BC - Greater Goods Roasting Co,78738,03/16/2020,95,"12005 FM 2244 RD
BEE CAVE, TX 78738",11818660,Routine Inspection
Domino's,78727,02/05/2020,98,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412512, -97.688909)",11075558,Routine Inspection
Aramark Corporation,78727,03/02/2020,98,"12501 RESEARCH BLVD
AUSTIN, TX 78727
(30.429714, -97.759485)",11988494,Routine Inspection
OOB-El Patio Restaurant,78705,05/21/2019,73,"2938 GUADALUPE ST
AUSTIN, TX 78705
(30.296684, -97.741986)",2800359,Routine Inspection
Pizza Hut,78727,05/07/2020,90,"13717 BURNET RD
AUSTIN, TX 78727
(30.438049, -97.698662)",2802722,Routine Inspection
Dollar General Store #12630,78724,03/07/2019,92,"13712 FM 969 RD
AUSTIN, TX 78724
(30.249524, -97.587699)",10639326,Routine Inspection
Travis Heights Elementary,78704,03/14/2019,100,"2010 ALAMEDA DR
AUSTIN, TX 78704
(30.240952, -97.745965)",2800308,Routine Inspection
Junes Bar,78704,03/31/2020,97,"1722 S CONGRESS AVE
AUSTIN, TX 78704
(30.246123, -97.750962)",11547495,Routine Inspection
Family Tree Assisted Living,78660,10/29/2019,87,"15309 DELAHUNTY LN
AUSTIN, TX 78660
(30.441195, -97.650635)",11572132,Routine Inspection
Barrington Elementary,78753,04/16/2021,98,"400 COOPER DR
AUSTIN, TX 78753
(30.360249, -97.696307)",2800127,Routine Inspection
Homewood Suites,78701,04/19/2021,96,"78 N IH
AUSTIN, TX 78701",12096735,Routine Inspection
Wendy's W104,78745,09/30/2020,92,"4115 S CONGRESS AVE
AUSTIN, TX 78745
(30.221945, -97.764537)",11119286,Routine Inspection
Julie's Handmade Noodles,78758,07/16/2019,76,"8557 RESEARCH BLVD
AUSTIN, TX 78758
(30.361033, -97.716672)",11534774,Routine Inspection
Torchy's Tacos,78759,03/04/2020,93,"4211 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.370996, -97.755971)",10382525,Routine Inspection
LT Country Market,78738,07/13/2021,87,"3325 S FM 620 RD
BEE CAVE, TX 78738",10675703,Routine Inspection
Sundancer Grill LLC,78734,05/24/2021,91,"16410 STEWART RD
LAKEWAY, TX 78734
(30.381184, -97.959912)",11161655,Routine Inspection
Jim-Jim's Water Ice,78701,06/30/2021,96,"615 E 6TH ST
AUSTIN, TX 78701
(30.26628, -97.736488)",2800959,Routine Inspection
El Tacorrido,78723,11/01/2019,78,"5811 BERKMAN DR
AUSTIN, TX 78723
(30.312538, -97.693481)",11198000,Routine Inspection
La Mexicana Supermercado-Meat Counter,78724,02/18/2020,96,"14236 FM 969 RD
AUSTIN, TX 78724
(30.247957, -97.584697)",11248209,Routine Inspection
Moreliana Meat Market,78744,04/08/2020,74,"5405 S PLEASANT VALLEY RD
AUSTIN, TX 78744
(30.193433, -97.744567)",11674086,Routine Inspection
Jersey Giant Pizza,78729,02/26/2019,90,"7318 MC NEIL DR
AUSTIN, TX 78729
(30.435103, -97.767339)",11612229,Routine Inspection
Pollolandia,78660,12/11/2020,91,"14905 DESSAU RD
PFLUGERVILLE, TX 78660
(30.421254, -97.628454)",12085799,Routine Inspection
Pecan Ridge Memory Care,78750,02/01/2019,96,"10025 ANDERSON MILL RD
AUSTIN, TX 78750
(30.447134, -97.80022)",11765949,Routine Inspection
Wendy's W123,78702,04/30/2019,93,"619 N IH
AUSTIN, TX 78702",11119164,Routine Inspection
Northwest Elementary,78728,08/30/2019,97,"14014 THERMAL DR
AUSTIN, TX 78728
(30.432288, -97.675308)",2800676,Routine Inspection
Hyatt Regency - S.W.B. Southwest Bistro,78704,04/27/2021,100,"208 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.258968, -97.747237)",10046850,Routine Inspection
Golden Chick,78753,08/27/2019,89,"9600 N LAMAR BLVD
AUSTIN, TX 78753
(30.365544, -97.695617)",11037284,Routine Inspection
Beto's Restaurant,78745,04/30/2020,89,"1940 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.202831, -97.805822)",12111122,Routine Inspection
Proof & Cooper,78738,03/31/2021,73,"18800 HAMILTON POOL RD
AUSTIN, TX 78738",11341731,Routine Inspection
Halal Bros,78705,06/16/2020,61,"2712 GUADALUPE ST
AUSTIN, TX 78705
(30.292641, -97.741411)",11040224,Routine Inspection
Houston Elementary School,78744,03/09/2020,98,"5409 PONCIANA DR
AUSTIN, TX 78744
(30.198004, -97.755621)",2800437,Routine Inspection
Counter Culture,78702,06/25/2019,97,"2337 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.254773, -97.717903)",10752440,Routine Inspection
Starbucks Coffee Company,78717,10/12/2020,92,"14028 N US 183 HWY
SVRD SB BLDG H AUSTIN, TX 78717
(30.476816, -97.801366)",11034139,Routine Inspection
LW - Metro Food Mart,78734,01/14/2020,92,"903 S FM 620 RD
LAKEWAY, TX 78734",2802530,Routine Inspection
Harris Elementary,78723,11/05/2020,95,"1711 WHELESS LN
AUSTIN, TX 78723
(30.315307, -97.690835)",2800599,Routine Inspection
24 Diner,78703,03/12/2021,76,"600 N LAMAR BLVD
AUSTIN, TX 78703
(30.271744, -97.753872)",2800411,Routine Inspection
Papalote Taco House,78704,04/19/2021,81,"3632 S CONGRESS AVE
AUSTIN, TX 78704
(30.226539, -97.761964)",11682424,Routine Inspection
Austin's Pizza-Index Hospitality,78703,04/23/2020,86,"1600 W 35TH ST
AUSTIN, TX 78703
(30.307323, -97.750883)",10236812,Routine Inspection
LW - Flores Mexican Restaurant,78734,01/14/2019,87,"2127 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.341725, -97.970094)",10378211,Routine Inspection
Sunrise Mini Mart,78704,03/14/2019,95,"915 W OLTORF ST
AUSTIN, TX 78704
(30.243624, -97.763936)",2803489,Routine Inspection
El Pollo Rico #13,78745,04/05/2021,90,"110 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19287, -97.77775)",12185836,Routine Inspection
Chili's Grill & Bar,78756,09/23/2019,88,"4420 N LAMAR BLVD
AUSTIN, TX 78756
(30.313203, -97.737771)",2801453,Routine Inspection
One World Montessori,78727,10/07/2019,91,"1701 SCOFIELD LN
AUSTIN, TX 78727
(30.415655, -97.688579)",10484028,Routine Inspection
Hoboken Pie,78701,11/04/2019,93,"718 RED RIVER ST
AUSTIN, TX 78701
(30.268151, -97.736589)",10134394,Routine Inspection
Torchy's Tacos Warehouse,78653,09/14/2020,99,"12618 BELTEX DR
MANOR, TX 78653
(30.341936, -97.517267)",11936170,Routine Inspection
Laura Bush Elementary Cafeteria,78732,09/27/2019,97,"12600 COUNTRY TRAILS LN
AUSTIN, TX 78732
(30.365674, -97.901335)",2801882,Routine Inspection
Accent Food Service,78741,11/29/2018,99,"5204 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.214204, -97.724823)",11610698,Routine Inspection
Peckerheads,78701,01/25/2019,87,"402 E 6TH ST
AUSTIN, TX 78701
(30.267029, -97.739106)",10227305,Routine Inspection
Fresh Heim,78750,05/04/2020,87,"13776 N US 183 HWY
AUSTIN, TX 78750",11267435,Routine Inspection
Wendy's W-105/2022,78758,06/09/2021,94,"12421 N MOPAC EXPY
AUSTIN, TX 78758
(30.4189, -97.704033)",11119761,Routine Inspection
Almarah Mediterranean Cuisine,78750,02/22/2019,88,"12129 N FM 620 RD
AUSTIN, TX 78750
(30.461621, -97.817699)",11359418,Routine Inspection
Mi -Tienda,78753,05/11/2021,89,"8007 GESSNER DR
AUSTIN, TX 78753
(30.343768, -97.702307)",11015981,Routine Inspection
LW - Chicken Express,78734,01/04/2019,90,"2109 S FM 620 RD
LAKEWAY, TX 78734",2802814,Routine Inspection
Jack in the Box #842,78753,02/21/2019,91,"904 E BRAKER LN
AUSTIN, TX 78753
(30.375687, -97.672899)",10789938,Routine Inspection
Westin Austin Downtown,78701,07/23/2019,91,"310 E 5TH ST
AUSTIN, TX 78701
(30.266366, -97.740444)",11377565,Routine Inspection
Mour,78741,12/13/2018,89,"1414 SHORE DISTRICT DR
AUSTIN, TX 78741
(30.243545, -97.728328)",11508734,Routine Inspection
Randall's #2482-Deli,78731,06/21/2019,99,"8040 MESA DR
AUSTIN, TX 78731
(30.370859, -97.757575)",2800909,Routine Inspection
Mr. Gatti's,78734,09/13/2018,91,"3305 N FM 620 RD
AUSTIN, TX 78734",2801793,Routine Inspection
Redeemer Lutheran Church,78757,05/07/2021,96,"1500 W ANDERSON LN
AUSTIN, TX 78757
(30.351649, -97.721502)",2800643,Routine Inspection
Austinuts,78653,04/16/2019,100,"12911 BELTEX DR
MANOR, TX 78653
(30.347579, -97.513643)",11726156,Routine Inspection
Phi Gamma Delta Fraternity,78705,11/30/2018,85,"300 W 27TH ST
AUSTIN, TX 78705
(30.291933, -97.740652)",2800480,Routine Inspection
1st Express,78745,07/17/2019,81,"4111 S 1ST ST
AUSTIN, TX 78745
(30.224644, -97.770656)",11941326,Routine Inspection
Hold Out Brewing,78703,06/04/2019,97,"1208 1 2 W 4TH ST
AUSTIN, TX 78703
(30.271129, -97.759205)",11851871,Routine Inspection
Licha's Cantina,78702,10/22/2020,89,"1306 E 6TH ST
AUSTIN, TX 78702
(30.26385, -97.728887)",11097683,Routine Inspection
McDonalds #26418,78728,10/21/2020,85,"15900 N IH
SVRD SB AUSTIN, TX 78728",2802113,Routine Inspection
Star Market,78747,12/16/2019,86,"7930 THAXTON RD
AUSTIN, TX 78747
(30.157821, -97.744306)",11053973,Routine Inspection
Susy's Child Care,78745,06/07/2021,92,"308 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.194788, -97.783619)",10090277,Routine Inspection
PF - Bon Bon's,78660,06/08/2021,91,"18816 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.468797, -97.595887)",12392300,Routine Inspection
Baretto,78759,09/05/2019,96,"10710 RESEARCH BLVD
AUSTIN, TX 78759
(30.398661, -97.746468)",11555304,Routine Inspection
Brooklyn Heights Pizzeria,78717,12/28/2020,58,"14900 AVERY RANCH BLVD
AUSTIN, TX 78717
(30.497655, -97.777084)",10101590,Routine Inspection
Courtyard Hotel,78750,08/11/2020,94,"12833 N FM 620 RD
AUSTIN, TX 78750",11904478,Routine Inspection
Circle K #2742420,78745,12/06/2019,96,"1405 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.200463, -97.799243)",2803580,Routine Inspection
HEB Central Mkt #061 Grocery/Market/Seafood,78756,01/04/2021,94,"4001 N LAMAR BLVD
AUSTIN, TX 78756
(30.306996, -97.741912)",2803469,Routine Inspection
Louisiana Crab Shack,78705,03/17/2020,74,"3208 GUADALUPE ST
AUSTIN, TX 78705
(30.299782, -97.740052)",12185775,Routine Inspection
Steamies Dumplings,78722,12/12/2019,99,"3505 N IH
AUSTIN, TX 78722",11923265,Routine Inspection
Tokyo Gardens Catering,78741,07/27/2020,98,"2508 E RIVERSIDE DR
AUSTIN, TX 78741
(30.234706, -97.723507)",10750623,Routine Inspection
McDonald's,78727,05/07/2020,94,"13813 BURNET RD
AUSTIN, TX 78727
(30.439121, -97.698281)",2802299,Routine Inspection
Rodeway Inn University,78705,10/22/2018,96,"2900 N IH
AUSTIN, TX 78705",10157609,Routine Inspection
Little Folks Bilingual CDC,78723,01/21/2021,97,"5706 REICHER DR
AUSTIN, TX 78723
(30.303247, -97.67723)",2800970,Routine Inspection
Heritage at Gaines Ranch - Retail,78735,10/31/2018,97,"4409 GAINES RANCH LOOP
AUSTIN, TX 78735
(30.241814, -97.815927)",2803727,Routine Inspection
OOB - South Congress Cafe,78704,06/10/2019,86,"1600 S CONGRESS AVE
AUSTIN, TX 78704
(30.24781, -97.750343)",2801577,Routine Inspection
Fish Daddy's,78660,05/15/2020,91,"15119 N IH
AUSTIN, TX 78660",10236095,Routine Inspection
Taqueria Chapala Jalisco,78702,10/26/2018,89,"2101 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.256164, -97.721896)",2801010,Routine Inspection
First Watch Restaurant #362,78717,08/27/2020,100,"14005 N US 183 HWY
AUSTIN, TX 78717
(30.475103, -97.799081)",11734393,Follow-Up Inspection
Chipotle Mexican Grill #1008,78748,05/08/2020,95,"9600 S IH
AUSTIN, TX 78748",10178947,Routine Inspection
7-Eleven Convenience Store #36274B,78731,06/24/2020,89,"3324 NORTHLAND DR
AUSTIN, TX 78731
(30.337222, -97.756645)",11825028,Routine Inspection
CVS Pharmacy #7606,78705,04/07/2020,98,"2222 GUADALUPE ST
AUSTIN, TX 78705
(30.285565, -97.741801)",2804033,Routine Inspection
Smokey Mo's BBQ,78727,11/21/2019,95,"6001 W PARMER LN
AUSTIN, TX 78727
(30.441937, -97.74148)",10776533,Routine Inspection
Rosen's Bagel Co.,78748,08/21/2019,99,"630 RALPH ABLANEDO DR
AUSTIN, TX 78748
(30.174157, -97.796784)",12151499,Routine Inspection
Gus Garcia Young Men's Leadership Academy,78724,12/03/2019,97,"7414 JOHNNY MORRIS RD
AUSTIN, TX 78724
(30.310982, -97.640492)",10065968,Routine Inspection
MN - Mini Foods Mart,78653,01/18/2019,97,"10400 E US 290 HWY
MANOR, TX 78653",10886197,Routine Inspection
Din Ho Chinese BBQ,78758,11/26/2019,88,"8557 RESEARCH BLVD
AUSTIN, TX 78758
(30.361033, -97.716672)",2801257,Routine Inspection
Luby's,78759,04/20/2020,88,"8176 N MOPAC EXPY
AUSTIN, TX 78759
(30.368293, -97.743175)",2800051,Routine Inspection
Pueblito Express #10,78723,05/14/2021,75,"5933 WESTMINSTER DR
AUSTIN, TX 78723
(30.31342, -97.69076)",12393790,Routine Inspection
7-Eleven Convenience Store #38104A,78752,10/28/2019,92,"614 E KOENIG LN
AUSTIN, TX 78752
(30.320527, -97.7147)",12045212,Routine Inspection
1 Stop Food Store,78751,07/06/2021,98,"5101 AIRPORT BLVD
AUSTIN, TX 78751
(30.312363, -97.715363)",12394858,Routine Inspection
Staybridge Suites Austin South Interstate 35,78745,01/28/2020,95,"901 LITTLE TEXAS LN
AUSTIN, TX 78745
(30.197961, -97.767334)",12124135,Routine Inspection
Texas Chili Parlor,78701,05/13/2021,73,"1409 LAVACA ST
AUSTIN, TX 78701
(30.277014, -97.742141)",2801839,Routine Inspection
Pizza Hut,78745,06/18/2020,99,"8400 BRODIE LN
AUSTIN, TX 78745
(30.199823, -97.83946)",11035522,Routine Inspection
Smoothie King,78746,11/06/2018,98,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.273599, -97.799243)",11503088,Routine Inspection
Burnet Express,78757,03/27/2020,93,"8400 BURNET RD
AUSTIN, TX 78757
(30.364906, -97.728545)",10608159,Routine Inspection
Hilton Garden Inn Austin,78759,10/23/2018,75,"11617 RESEARCH BLVD
AUSTIN, TX 78759
(30.415495, -97.74577)",11247252,Routine Inspection
Pearl Street Co-Op,78705,09/05/2019,83,"2000 PEARL ST
AUSTIN, TX 78705
(30.284167, -97.746629)",2800409,Routine Inspection
Starbuck's Coffee #6330,78757,11/08/2018,96,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.359579, -97.737925)",2801336,Routine Inspection
7 Eleven #36575H,78660,05/29/2019,95,"15829 N IH
AUSTIN, TX 78660",10874330,Routine Inspection
Hay Elotes,78660,10/02/2019,85,"1200 W HOWARD LN
AUSTIN, TX 78660",11299017,Routine Inspection
Minibar,78701,09/11/2018,88,"607 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.267826, -97.740242)",11000849,Routine Inspection
Mariana's Kitchen,78745,06/29/2021,83,"5510 S IH
AUSTIN, TX 78745",11514048,Routine Inspection
Micheladas,78701,10/01/2020,94,"333 E 2ND ST
AUSTIN, TX 78701
(30.263436, -97.74101)",10654982,Routine Inspection
Pepe's Fruit Cup #3,78741,05/21/2019,90,"2015 E RIVERSIDE DR
AUSTIN, TX 78741
(30.240782, -97.727585)",10813148,Routine Inspection
Tillery Kitchen & Bar,78702,06/20/2019,89,"3201 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2517, -97.708677)",11633996,Routine Inspection
Star Stop 82,78745,08/29/2019,96,"6903 BRODIE LN
AUSTIN, TX 78745
(30.214149, -97.830071)",11028062,Routine Inspection
Mama Fu's Asian House,78751,02/14/2020,90,"4700 W GUADALUPE ST
AUSTIN, TX 78751
(30.315985, -97.732356)",11530057,Routine Inspection
Jardin Corona,78729,11/26/2019,94,"13233 POND SPRINGS RD
AUSTIN, TX 78729
(30.445998, -97.779318)",2802979,Routine Inspection
Lee's Meat Market,78731,01/22/2019,97,"1601 W 38TH ST
AUSTIN, TX 78731
(30.308741, -97.74985)",2801805,Routine Inspection
Red Lobster # 0095,78752,07/14/2020,81,"109 W ANDERSON LN
AUSTIN, TX 78752
(30.343976, -97.705805)",11183326,Routine Inspection
Hecho En Mexico,78741,07/30/2019,95,"2101 MONTOPOLIS DR
AUSTIN, TX 78741
(30.223835, -97.704148)",11859270,Routine Inspection
Freebirds,78753,04/03/2019,93,"1100 CENTER RIDGE DR
AUSTIN, TX 78753
(30.417729, -97.670961)",10069518,Routine Inspection
Cooper's Old Time Pit BBQ Austin,78701,08/05/2019,85,"217 CONGRESS AVE
AUSTIN, TX 78701
(30.264992, -97.743935)",11442278,Routine Inspection
Fairfield Inn,78744,12/27/2019,97,"4525 S IH
AUSTIN, TX 78744",2801272,Routine Inspection
IAS Austin,78726,12/14/2020,99,"8201 N FM 620 RD
AUSTIN, TX 78726
(30.45313, -97.8277)",12185606,Routine Inspection
Star Stop 73,78741,12/19/2019,89,"1919 S PLEASANT VALLEY RD
AUSTIN, TX 78741
(30.233864, -97.722488)",11027926,Routine Inspection
Ramos Restaurant #3,78728,05/08/2020,95,"14611 BURNET RD
AUSTIN, TX 78728
(30.450542, -97.695436)",11924499,Routine Inspection
MN - PHO YES,78653,06/29/2021,92,"11300 E US 290 HWY
MANOR, TX 78653
(30.349015, -97.554111)",12164998,Routine Inspection
Nono's Tacos,78753,06/11/2020,80,"102 W POWELL LN
AUSTIN, TX 78753
(30.347705, -97.703521)",11216974,Routine Inspection
LW - Trattoria Toscano,78734,09/11/2018,86,"2009 MAIN ST
LAKEWAY, TX 78734
(30.345704, -97.966836)",11477880,Routine Inspection
CiCi's Pizza #71,78723,04/02/2021,87,"5365 N IH
AUSTIN, TX 78723",10786483,Routine Inspection
Twin Creeks Cellar,78652,10/19/2018,100,"12521 TWIN CREEKS RD
AUSTIN, TX 78652
(30.128067, -97.822372)",11062319,Routine Inspection
Live Oak Estates,78748,09/25/2018,98,"3123 SUNLAND DR
AUSTIN, TX 78748
(30.158469, -97.857984)",11911410,Routine Inspection
Black Sheep Lodge,78704,03/13/2020,93,"2108 S LAMAR BLVD
AUSTIN, TX 78704
(30.248117, -97.771086)",10251709,Routine Inspection
LW - Crown Donut,78734,02/18/2020,92,"325 S FM 620 RD
LAKEWAY, TX 78734",12141731,Routine Inspection
AFC Sushi@Randall's 2987,78732,11/03/2020,100,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.390328, -97.884583)",10736882,Routine Inspection
Brick House Tavern + Tap,78759,07/09/2019,75,"11680 RESEARCH BLVD
AUSTIN, TX 78759
(30.418101, -97.747107)",11798806,Routine Inspection
7 Eleven # 36610A,78758,03/24/2021,87,"2616 W BRAKER LN
AUSTIN, TX 78758
(30.3911, -97.721166)",11126657,Routine Inspection
Hyde Park Bar & Grill South,78745,10/01/2019,93,"4521 WEST GATE BLVD
AUSTIN, TX 78745
(30.231708, -97.800537)",10000718,Routine Inspection
Bertha Sadler Means YWLA,78723,04/05/2021,97,"6401 NORTH HAMPTON DR
AUSTIN, TX 78723
(30.314462, -97.681135)",2800249,Routine Inspection
KP Indian Grocery,78727,10/11/2019,91,"1212 W PARMER LN
AUSTIN, TX 78727
(30.408568, -97.680417)",10683940,Routine Inspection
Thundercloud Subs,78703,11/01/2018,84,"2308 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.277899, -97.772256)",2800255,Routine Inspection
Texas Republic Company,78744,03/19/2021,98,"5317 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.192422, -97.739373)",12170844,Routine Inspection
Wal-Mart #3569 (Meat/Seafood),78753,03/18/2019,98,"12900 N IH
AUSTIN, TX 78753",2802102,Routine Inspection
"Zen Avocado, The",78742,04/23/2021,100,"502 THOMPSON LN
AUSTIN, TX 78742
(30.238711, -97.683849)",12393655,Routine Inspection
Shoppers Food Mart,78702,05/05/2021,86,"1901 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78702
(30.279895, -97.720633)",2801266,Routine Inspection
Austin's Pizza,78749,01/08/2020,92,"3601 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.214325, -97.831701)",2802932,Routine Inspection
La Mexiquense,78753,04/28/2021,100,"850 E RUNDBERG LN
AUSTIN, TX 78753
(30.356996, -97.685774)",12185750,Routine Inspection
St. David's Foundation Learning Center,78726,01/24/2019,98,"11015 FOUR POINTS DR
AUSTIN, TX 78726
(30.400607, -97.846624)",11830882,Routine Inspection
Chipotle Mexican Grill #501,78701,05/11/2020,97,"801 CONGRESS AVE
AUSTIN, TX 78701
(30.270085, -97.742062)",10176495,Routine Inspection
Courtyard Austin University,78751,11/10/2020,97,"5660 N IH
AUSTIN, TX 78751",11907453,Routine Inspection
Kim Phung Vietnamese and Chinese Restaurant,78752,10/01/2018,75,"7601 N LAMAR BLVD
AUSTIN, TX 78752
(30.344378, -97.714521)",10009073,Routine Inspection
"Get Set, The",78719,07/23/2020,99,"10000 LOGISTICS LN
AUSTIN, TX 78719
(30.192722, -97.670276)",11975930,Routine Inspection
BC - Schlotzsky's,78738,05/20/2019,99,"3944 S FM 620 RD
BEE CAVE, TX 78738",11868953,Routine Inspection
Milano Pizza,78745,12/05/2019,96,"1025 W STASSNEY LN
AUSTIN, TX 78745
(30.210567, -97.786896)",2801968,Routine Inspection
BC-Hill Country Indoor,78738,06/05/2019,94,"13875 BEE CAVE PKWY
BEE CAVE, TX 78738
(30.31268, -97.960154)",12072474,Routine Inspection
Mandola's Italian Market,78749,06/15/2021,91,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222178, -97.838856)",10409291,Follow-Up Inspection
Los Comales Taqueria,78702,05/10/2019,84,"2136 E 7TH ST
AUSTIN, TX 78702
(30.26165, -97.718305)",2800923,Routine Inspection
OOB Daruma,78701,10/22/2019,90,"612 E 6TH ST
AUSTIN, TX 78701
(30.266307, -97.736582)",10887645,Routine Inspection
Master Donuts,78741,12/10/2020,81,"1725 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24371, -97.729736)",12145559,Routine Inspection
Basil Thai,78758,05/26/2021,74,"2501 W PARMER LN
AUSTIN, TX 78758
(30.418648, -97.701744)",11761706,Routine Inspection
Jalisco's Restaurant and Bar,78745,03/22/2019,74,"6601 S CONGRESS AVE
AUSTIN, TX 78745
(30.194102, -97.778378)",10040040,Routine Inspection
Chez-Nous,78701,01/29/2020,87,"510 NECHES ST
AUSTIN, TX 78701
(30.266428, -97.738399)",2800154,Routine Inspection
Family Dollar Store #6846,78721,10/15/2018,92,"4701 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78721
(30.286014, -97.681069)",10003502,Routine Inspection
Barracuda Club,78701,10/03/2018,93,"611 E 7TH ST
AUSTIN, TX 78701
(30.267317, -97.73648)",11454645,Routine Inspection
Papa John's Pizza  #938,78756,05/25/2021,91,"5343 BURNET RD
AUSTIN, TX 78756
(30.327397, -97.739693)",2801186,Routine Inspection
China Dragon,78660,07/24/2020,72,"2700 W PECAN ST
AUSTIN, TX 78660
(30.449334, -97.657083)",12139450,Routine Inspection
South Austin Senior,78704,01/23/2019,96,"3911 MANCHACA RD
AUSTIN, TX 78704
(30.233928, -97.785684)",2800931,Routine Inspection
Oak Meadows Elementary,78724,10/17/2018,92,"5600 DECKER LN
AUSTIN, TX 78724
(30.280463, -97.634915)",10189964,Routine Inspection
WL - Waterfall Restaurant @ Westlake Surgical,78746,06/04/2020,99,"5656 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.294735, -97.824938)",2803254,Routine Inspection
Kismet Cafe,78751,08/14/2018,93,"1000 E 41ST ST
AUSTIN, TX 78751
(30.298553, -97.720058)",11704512,Routine Inspection
Episcopal Seminary Southwest,78705,12/03/2018,91,"606 RATHERVUE PL
AUSTIN, TX 78705
(30.292028, -97.732263)",2800727,Routine Inspection
Orange Market,78705,01/11/2021,95,"910 W 25TH ST
AUSTIN, TX 78705
(30.289462, -97.747339)",10519741,Routine Inspection
Shack Food Corner,78721,08/06/2020,86,"1167 WEBBERVILLE RD
AUSTIN, TX 78721
(30.277625, -97.685818)",10189322,Follow-Up Inspection
Rainey Street LLC dba Lustre Pearl,78701,08/28/2019,89,"94 RAINEY ST
AUSTIN, TX 78701
(30.26062, -97.738108)",11473303,Routine Inspection
"Austin Beer Garden Brewing Co., The",78704,09/22/2020,95,"1305 W OLTORF ST
AUSTIN, TX 78704
(30.245561, -97.768612)",10997570,Routine Inspection
Elroy & Ross Market,78617,06/07/2019,88,"7200 ELROY RD
AUSTIN, TX 78617
(30.155604, -97.640929)",10969915,Routine Inspection
